For Period: from 02/02/2017 to 02/02/2017
Active and Inactive Subscriptions counted
Region	State	Library	AccountId	SalesRep	Subscription Start Date	Subscription End Date	Subscription Status	System Name
New Zealand	Amberley	Hurunui District Libraries			07/16/2015	07/31/2018	Inactive	
New Zealand	Wellington	Hutt City Libraries			03/18/2015	03/31/2018	Inactive	
Europe, Europe without UK	Spain	I.E.S. Bembezar		ballan1	10/16/2016	10/31/2017	Inactive	
North America	Ohio	Ida Rupp Public Library		dmcdonald1	01/01/2017	12/31/2017	Inactive	
North America	Idaho	Idaho Digital Libraries		cpitcher	11/01/2016	10/31/2017	Inactive	
North America	Ontario	Idea Exchange	7052559	rseifert	01/01/2017	12/31/2017	Inactive	
Europe, UK	England	IGNORE Westminster, Kensington and Chelsea	TRI002		11/17/2016	11/30/2017	Inactive	
North America	Illinois	Illinois Heartland - Shared Schools		mhaddadnull	10/15/2016	06/30/2017	Inactive	
North America	Illinois	Illinois Heartland Library System	7061662	mhaddadnull	07/01/2016	06/30/2017	Inactive	
North America	Illinois	Indian Prairie Public Library		mhaddadnull	01/01/2017	12/31/2017	Inactive	
North America	Illinois	Indian Trails Public Library	7052019	mhaddadnull	10/01/2016	09/30/2017	Inactive	
North America	Indiana	Indianapolis Public Library		Messersmith	01/01/2017	12/31/2017	Inactive	
North America	Indiana	Indianapolis Public Library Children		Messersmith	01/01/2017	12/31/2017	Inactive	
North America	Indiana	Indianapolis Public Library Teen		Messersmith	01/01/2017	12/31/2017	Inactive	
North America	Wisconsin	InfoSoup		mhaddadnull	01/01/2017	12/31/2017	Inactive	
North America	California	Inland Library System		hyena	10/01/2016	09/30/2017	Inactive	Inland Library Sytem
North America	Indiana	Intercontinental Subscription Service Trial			09/01/2016	08/31/2017	Inactive	
Asia	China	International School of Beijing		ballan1	10/25/2016	09/30/2017	Inactive	
Europe, UK	Scotland	Inverclyde Libraries HQ			04/01/2015	03/31/2017	Inactive	
North America	British Columbia	Invermere Public Library	7149963	Messersmith	01/01/2017	12/31/2017	Inactive	BC Libraries Cooperative-7040759
North America	California	Inyo County Free Library		mransdell	10/01/2016	09/30/2017	Inactive	Inland Library System
North America	Iowa	Iowa Digital Magazines	1716300	PaulGillespie	01/01/2017	12/31/2017	Inactive	
Australia	Queensland	Ipswich Libraries			10/01/2014	09/30/2019	Active	
North America	North Carolina	Iredell County Public Library		swilliams1	11/01/2016	10/31/2017	Inactive	
North America	Alabama	Irondale Public Library		bgilbert	10/01/2016	09/30/2017	Inactive	
Australia	Queensland	Isaac Library			04/19/2016	04/30/2020	Active	
Europe, UK	England	Isle of Wight			12/01/2014	11/30/2018	Inactive	
Europe, UK	England	Islington Borough Libraries			12/18/2014	12/31/2018	Inactive	
Europe, Europe without UK	Finland	Ita-Uusimaa Libraries		ballan1	04/16/2016	04/30/2017	Inactive	
Australia	Victoria	Ivanhoe Grammar School			07/01/2015	07/31/2019	Active	
North America	Virginia	J Robert Jamerson Memorial Library	7082858	swilliams1	10/01/2016	09/30/2017	Inactive	Library of Virginia/Lyrasis-7051842
North America	Massachusetts	J.V. Fletcher Library		jlevy	01/01/2017	12/31/2017	Inactive	
North America	Michigan	Jackson District Library		hyena	01/01/2017	12/31/2017	Inactive	
North America	Mississippi	Jackson George Regional Library		swilks	02/01/2017	01/31/2018	Inactive	
North America	Mississippi	Jackson Hinds Public Library		mpoynter	04/01/2016	03/31/2017	Inactive	
North America	Tennessee	Jackson Madison County Library		bgilbert	11/01/2016	10/31/2017	Inactive	
North America	Florida	Jacksonville Public Library		Doss	06/01/2016	05/31/2017	Inactive	
North America	Virginia	James L. Hamner Public Library		swilliams1	10/01/2016	09/30/2017	Inactive	Library of Virginia/Lyrasis-7051842
North America	Colorado	Jefferson County Public Library	1734119	hyena	01/01/2017	12/31/2017	Inactive	
North America	Louisiana	Jefferson Parish Library	7051616	cstrickland	04/01/2016	03/31/2017	Inactive	
North America	Virginia	Jefferson-Madison Regional Library	7052322	swilliams1	10/01/2016	09/30/2017	Inactive	Library of Virginia/Lyrasis-7051842
North America	Indiana	Jeffersonville Township Public Library		dmcdonald1	09/01/2016	08/31/2017	Inactive	
North America	New Jersey	Jersey City Public Library		lkurucz	01/01/2017	12/31/2017	Inactive	
UK	Jersey	Jersey Public Libraries	10000101		08/08/2013	08/31/2017	Inactive	
North America	Kentucky	Jessamine County Public Library	1726018	dmcdonald1	10/01/2016	09/30/2017	Inactive	
North America	Kentucky	John L. Street Public Library		dmcdonald1	09/01/2016	08/31/2017	Inactive	
North America	Illinois	Johnsburg Public Library	1743378	mhaddadnull	08/01/2016	07/31/2017	Inactive	
North America	Kansas	Johnson County and Olathe Public Library		swilks	04/01/2016	03/31/2017	Inactive	
North America	Indiana	Johnson County Public Library	1718541	Messersmith	03/16/2016	03/31/2017	Inactive	
North America	Kentucky	Johnson County Public Library		dmcdonald1	11/01/2016	10/31/2017	Inactive	
North America	Illinois	Joliet Public Library	7098295	mhaddadnull	02/01/2017	01/31/2018	Inactive	
North America	Massachusetts	Jonathan Bourne Public Library		jlevy	01/01/2017	12/31/2017	Inactive	SVOD -A, Q, IF, Great Courses, MTP -unlim
North America	Massachusetts	Joseph Plumb Memorial Library	7052434	jlevy	05/01/2016	04/30/2017	Inactive	
North America	Illinois	Justice Public Library District		mhaddadnull	09/01/2016	08/31/2017	Inactive	
North America	Michigan	Kalamazoo Public Library		dmcdonald1	04/01/2016	03/31/2017	Inactive	
North America	West Virginia	Kanawha County Public Library		dmcdonald1	07/01/2016	06/30/2017	Inactive	WV Deli-7120407
North America	Illinois	Kankakee Public Library		mhaddadnull	10/01/2016	09/30/2017	Inactive	
North America	British Columbia	Kaslo & District Public Library	7040656	Messersmith	01/01/2017	12/31/2017	Inactive	BC Libraries Cooperative 7040759
Asia	Thuwal	KAUST Community Library		ballan1	01/01/2017	12/31/2017	Inactive	
North America	Wisconsin	Kenosha County Library System	7076908	mhaddadnull	12/01/2016	11/30/2017	Inactive	
Europe, UK	England	Kensington & Chelsea Libraries			02/15/2015	03/31/2017	Inactive	
North America	Michigan	Kent District Library		hyena	01/01/2017	12/31/2017	Inactive	
North America	Ohio	Kent Free Library	7081662	dmcdonald1	11/01/2016	10/31/2017	Inactive	
North America	Connecticut	Kent Memorial Library	7052671	jlevy	07/01/2016	06/30/2017	Inactive	Value
North America	Kentucky	Kenton County Public Library	7033182	dmcdonald1	10/01/2016	09/30/2017	Inactive	
North America	Texas	Killeen City Library System	7067334	cstrickland	09/01/2016	08/31/2017	Inactive	
North America	British Columbia	Kimberley Public Library	7040636	Messersmith	01/01/2017	12/31/2017	Inactive	BC Libraries Cooperative 7040759
North America	Washington	King County Library System	1719130	Messersmith	01/01/2017	12/31/2017	Inactive	
North America	Ontario	Kingston Frontenac Public Library	7099825	rseifert	01/01/2017	12/31/2017	Inactive	
Australia	Victoria	Kingston Library Service			12/01/2014	11/30/2019	Active	
North America	Ontario	Kitchener Public Library	7062053	Messersmith	01/01/2017	12/31/2017	Inactive	
North America	British Columbia	Kitimat Public Library	7040654	Messersmith	01/01/2017	12/31/2017	Inactive	BC Libraries Cooperative 7040759
North America	Washington	Kitsap Regional Library	7062289	Messersmith	01/01/2017	12/31/2017	Inactive	
Asia	KUALA LUMPUR	KL Art & Design Library		WFHINT	05/26/2016	04/30/2017	Inactive	
North America	Tennessee	Knox County Public Library		bgilbert	10/01/2016	09/30/2017	Inactive	
North America	Indiana	Kokomo Howard County Public Library		dmcdonald1	03/01/2016	02/28/2017	Inactive	
Australia	New South Wales	Ku-ring-gai Council			07/12/2013	07/31/2019	Active	
North America	California	LA County Library (Los Angeles)	7028854	hyena	07/01/2016	06/30/2017	Inactive	
North America	Illinois	La Grange Public Library		mhaddadnull	11/01/2016	10/31/2017	Inactive	SVOD - A, Q
North America	Indiana	La Porte County Public Library		dmcdonald1	11/01/2016	10/31/2017	Inactive	
North America	Manitoba	Lac Du Bonnet Regional Library		Messersmith	01/01/2017	06/30/2017	Inactive	Manitoba Rural Library Consortia
North America	Louisiana	Lafayette Public Library		cstrickland	05/02/2016	04/30/2017	Inactive	
Europe, Europe without UK	Finland	Lahti City Library		ballan1	01/01/2017	12/31/2017	Inactive	
North America	Illinois	Lake Bluff Library		mhaddadnull	04/01/2016	03/31/2017	Inactive	
North America	Florida	Lake County Library System	7108988	bgilbert	05/01/2016	04/30/2017	Inactive	
North America	Indiana	Lake County Public Library		dmcdonald1	03/01/2016	02/28/2017	Inactive	
North America	Illinois	Lake Forest Library		mhaddadnull	12/01/2016	11/30/2017	Inactive	
Australia	New South Wales	Lake Macquarie			03/01/2015	02/29/2020	Active	
North America	Oregon	Lake Oswego Public Library	7062192	Messersmith	08/01/2016	07/31/2017	Inactive	
North America	Illinois	Lake Villa Public Library	7055566	mhaddadnull	07/01/2016	06/30/2017	Inactive	
North America	Michigan	Lakeland Cooperative		hyena	01/01/2017	12/31/2017	Inactive	
North America	Florida	Lakeland Public Library		bgilbert	02/01/2017	01/31/2018	Inactive	
North America	Wisconsin	Lakeshores Library System		mhaddadnull	01/01/2017	12/31/2017	Inactive	
North America	Ontario	Lambton County Library	7055903	rseifert	01/01/2017	12/31/2017	Inactive	
North America	Virginia	Lancaster Community Library	7052498	swilliams1	10/01/2016	09/30/2017	Inactive	Library of Virginia/Lyrasis-7051842 (SVOD - Acorn Only)
North America	Ohio	Lane Libraries	7108614	dmcdonald1	10/01/2016	09/30/2017	Inactive	
North America	Illinois	Lansing Public Library		mhaddadnull	03/01/2016	02/28/2017	Inactive	
North America	New York	Larchmont Public Library		jlevy	06/01/2016	05/31/2017	Inactive	
North America	Texas	Laredo Public Library	7026606	cstrickland	10/01/2016	09/30/2017	Inactive	
North America	Nevada	Las Vegas Clark County Library District		hyena	04/01/2016	03/31/2017	Inactive	Do not auto-add new SVOD services
Australia	Victoria	Latrobe City Libraries			12/18/2014	12/31/2019	Active	
North America	Ohio	Lebanon Public Library	7040458	dmcdonald1	11/01/2016	10/31/2017	Inactive	
North America	Florida	Lee County Library System	7040712	bgilbert	09/01/2016	08/31/2017	Inactive	
North America	Missouri	Lee's Summit School District		swilks	09/01/2016	08/31/2017	Inactive	
Europe, UK	England	Leeds			11/17/2015	11/30/2018	Inactive	
Europe, UK	England	Leicester City Council			06/01/2015	05/31/2017	Inactive	
Europe, UK	England	Leicestershire Library Services			05/01/2015	04/30/2019	Inactive	
Australia	New South Wales	Leichhardt Library			12/01/2014	08/31/2017	Inactive	
North America	Illinois	Lemont Public Library	7036603	mhaddadnull	12/01/2016	11/30/2017	Inactive	RBdigital Magazine Value Collection - Shared
North America	Massachusetts	Leominster Public Library	1732051	jlevy	06/01/2016	05/31/2017	Inactive	
North America	Florida	LeRoy Collins Leon County Public Library		bgilbert	11/01/2016	10/31/2017	Inactive	PLAN 7191397
North America	New York	Levittown Public Library		swilliams1	01/01/2017	12/31/2017	Inactive	Nassau
North America	South Carolina	Lexington County Public Library		swilliams1	03/01/2016	02/28/2017	Inactive	
Europe, UK	Dublin 8	LGMA			01/01/2016	12/31/2018	Inactive	
Australia	Australian Capital Territory	Libraries ACT			12/01/2014	11/30/2019	Active	
Europe, UK	Northern Ireland	Libraries NI			04/01/2015	03/31/2018	Inactive	
North America	New Jersey	Libraries of Middlesex Automation Consortium	7052047	lkurucz	07/01/2016	06/30/2017	Inactive	
North America	Connecticut	Libraries Online, Inc.	7075801	jlevy	07/01/2016	06/30/2017	Inactive	
Australia	Tasmania	Libraries Tasmania			11/18/2014	11/30/2019	Active	
Australia	Northern Territory	LibrariesNT			05/01/2015	04/30/2020	Active	
Europe, UK	England	Library Of Birmingham	10000013		05/01/2015	04/30/2019	Inactive	
North America	Mississippi	Library of Hattiesburg, Petal, and Forrest		swilks	09/01/2016	08/31/2017	Inactive	
North America	Ontario	Library of Parliament	7055900	rseifert	07/01/2016	06/30/2017	Inactive	
North America	Virginia	Library of Virginia	7051841	Doss	10/01/2016	09/30/2017	Inactive	Library of Virginia/Lyrasis-7051842
North America	Ohio	Licking County Library	7040845	dmcdonald1	10/01/2016	09/30/2017	Inactive	
North America	British Columbia	Lillooet Public Library	7040635	Messersmith	01/01/2017	12/31/2017	Inactive	BC Libraries Cooperative 7040759
North America	North Carolina	Lincoln County Public Library	7040569	swilliams1	05/01/2016	04/30/2017	Inactive	
North America	Illinois	Lincoln Library		mhaddadnull	01/01/2017	12/31/2017	Inactive	
Europe, UK	England	Lincolnshire Libraries	10000127		07/05/2013	07/31/2018	Inactive	
North America	Illinois	Lisle Library District		mhaddadnull	07/01/2016	06/30/2017	Inactive	
North America	Missouri	Little Dixie Regional Library	1734756	swilks	07/01/2016	06/30/2017	Inactive	
North America	Texas	Little Elm Public Library	7040117	cstrickland	10/01/2016	09/30/2017	Inactive	
Europe, UK	Scotland	Live Borders	10000191		04/01/2015	02/28/2018	Inactive	
North America	Georgia	Live Oak Public Libraries		bgilbert	10/01/2016	09/30/2017	Inactive	GADD
North America	California	Livermore Public Library		mransdell	07/01/2016	06/30/2017	Inactive	livermore pleasonton san leandro
Australia	New South Wales	Liverpool City Council			10/01/2014	06/30/2020	Active	
North America	New York	Liverpool Public Library	7075765	rseifert	10/01/2016	09/30/2017	Inactive	
North America	Missouri	Livingston County Library	7040838	swilks	07/01/2016	06/30/2017	Inactive	
North America	Louisiana	Livingston Parish Library	1718839	cstrickland	10/01/2016	09/30/2017	Inactive	
Australia	Queensland	Livingstone Shire Council			05/18/2016	05/31/2020	Active	
Australia	Queensland	Lockyer Valley, Scenic Rim, Somerset			10/01/2015	09/30/2019	Active	
North America	New York	Locust Valley Library		swilliams1	01/01/2017	12/31/2017	Inactive	Nassau
Australia	Queensland	Logan City Council Libraries			06/01/2015	05/31/2020	Active	
Europe, UK	England	London Borough of Lambeth			12/01/2014	11/30/2018	Inactive	
Europe, UK	England	London Libraries Consortium			03/31/2015	03/31/2018	Inactive	
North America	Ontario	London Public Library	7052707	Messersmith	07/01/2016	06/30/2017	Inactive	
North America	Virginia	Lonesome Pine Regional Library	7052307	swilliams1	10/01/2016	09/30/2017	Inactive	Library of Virginia/Lyrasis-7051842
North America	New York	Long Beach Public Library		swilliams1	12/15/2016	12/31/2017	Inactive	Nassau
North America	California	Long Beach Public Library	7075776	hyena	10/01/2016	09/30/2017	Inactive	
North America	Texas	Longview Public Library		cstrickland	10/01/2016	09/30/2017	Inactive	
North America	Ohio	Lorain Public Library System		dmcdonald1	02/01/2017	01/31/2018	Inactive	
North America	New Mexico	Los Alamos County Library System	1726926	cstrickland	11/01/2016	10/31/2017	Inactive	
North America	California	Los Angeles Public Library	1741116	hyena	08/01/2016	07/31/2017	Inactive	
North America	Virginia	Loudoun County Public Library	1728929	Doss	10/01/2016	09/30/2017	Inactive	Library of Virginia/Lyrasis-7051842
North America	Manitoba	Louise Public Library		Messersmith	01/01/2017	06/30/2017	Inactive	Manitoba Rural Library Consortia
North America	Kentucky	Louisville Free Public Library	1717434	dmcdonald1	08/01/2016	07/31/2017	Inactive	
North America	Ohio	Louisville Public Library	7053053	dmcdonald1	02/01/2015	01/31/2018	Inactive	
North America	Texas	Lubbock Public Library		cstrickland	03/01/2013	02/28/2017	Inactive	
Europe, Europe without UK	Finland	Lukki Libraries		ballan1	01/16/2017	01/31/2018	Inactive	
North America	Virginia	Lunenburg County Public library		swilliams1	10/01/2016	09/30/2017	Inactive	Library of Virginia/Lyrasis-7051842
Europe, UK	England	Lycee International de Londres Winston Churchill			03/18/2016	03/31/2017	Inactive	
North America	New York	Lynbrook Public Library		swilliams1	01/01/2017	12/31/2017	Inactive	Nassau
North America	Virginia	Lynchburg Public Library	7052439	swilliams1	10/01/2016	09/30/2017	Inactive	Library of Virginia/Lyrasis-7051842
North America	New Jersey	M.A.I.N., Inc		lkurucz	01/01/2017	12/31/2017	Inactive	
North America	Quebec	Ma BIBLIO à MOI		rseifert	06/01/2016	05/31/2017	Inactive	
Australia	Queensland	Mackay Regional Council Libraries			12/01/2014	11/30/2019	Active	
North America	British Columbia	Mackenzie Public Library	7040634	Messersmith	01/01/2017	12/31/2017	Inactive	BC Libraries Cooperative 7040759
Australia	New South Wales	MacKillop College			08/26/2016	08/31/2019	Active	
Australia	New South Wales	Macquarie Regional			06/01/2015	06/30/2020	Active	
North America	Kentucky	Madison County Public Library	7104897	dmcdonald1	07/01/2016	06/30/2017	Inactive	
North America	Mississippi	Madison County Public Library		swilks	12/01/2016	11/30/2017	Inactive	
Australia	New South Wales	Maitland City Library			08/01/2015	09/30/2017	Inactive	
North America	Texas	Mammen Family Public Library	7040365	cstrickland	05/01/2016	04/30/2017	Inactive	
North America	New York	Manhasset Public Library		swilliams1	01/01/2017	12/31/2017	Inactive	Nassau
North America	Pennsylvania	Manheim Township Public Library	7084082	lkurucz	01/01/2017	12/31/2017	Inactive	
North America	Manitoba	Manitoba Rural Library Consortia		Messersmith	01/01/2017	06/30/2017	Inactive	Manitoba Rural Library Consortia
North America	Wisconsin	Manitowoc-Calumet Library System		mhaddadnull	01/01/2017	12/31/2017	Inactive	Monarch Library System
North America	Massachusetts	Mansfield Public Library	7052752	ngilbert	01/01/2017	12/31/2017	Inactive	
North America	Ohio	Mansfield-Richland County Public Library	7074901	dmcdonald1	09/01/2016	08/31/2017	Inactive	
Australia	Queensland	Mareeba Shire Council Library	W_MAR005		06/15/2016	06/30/2018	Inactive	
Australia	Victoria	Maribyrnong Library Service			07/01/2015	06/30/2020	Active	
North America	Arizona	Maricopa County Library District	7040156	hyena	02/01/2017	01/31/2018	Inactive	
North America	Alberta	Marigold Library System	7080639	Messersmith	11/01/2016	10/31/2017	Inactive	Alberta Municipal Affairs 7104420
North America	California	MARINet	7026474	mransdell	10/01/2016	09/30/2017	Inactive	MARINET
North America	West Virginia	Marion County Public Library	7055512	dmcdonald1	07/01/2016	06/30/2017	Inactive	WV Deli-7120407
North America	Florida	Marion County Public Library System	7039943	bgilbert	01/01/2017	12/31/2017	Inactive	
North America	Ohio	Marion Public Library		dmcdonald1	02/18/2015	02/28/2017	Inactive	Acorn Only
North America	Ontario	Markham Public Library		Messersmith	07/01/2016	06/30/2017	Inactive	
North America	Colorado	Marmot Library Network		hyena	02/01/2017	01/31/2018	Inactive	
Australia	New South Wales	Marrickville Library			07/04/2016	06/04/2017	Inactive	
North America	Kentucky	Marshall County Public Library	1718841	dmcdonald1	03/21/2013	03/31/2017	Inactive	
North America	Kentucky	Martin County Public Library		dmcdonald1	04/01/2016	03/31/2017	Inactive	Value Collection
North America	West Virginia	Martinsburg Berkeley County Public Library	7036380	dmcdonald1	01/01/2013	12/31/2017	Inactive	
North America	West Virginia	Mary H. Weir Public Library	7062198	dmcdonald1	07/01/2016	06/30/2017	Inactive	WV Deli-7120407
North America	Virginia	Mary R. Styles Public Library	7041357	swilliams1	10/01/2016	09/30/2017	Inactive	Library of Virginia/Lyrasis-7051842
North America	Kentucky	Mary Wood Weldon Library		mpoynter	07/01/2016	06/30/2017	Inactive	
North America	Virginia	Massanutten Regional Library	7052454	swilliams1	10/01/2016	09/30/2017	Inactive	Library of Virginia/Lyrasis-7051842
North America	New York	Massapequa Public Library		swilliams1	01/01/2017	12/31/2017	Inactive	Nassau
New Zealand	New Zealand	Masterton District Library			11/20/2015	11/30/2017	Inactive	
North America	New York	Mastics-Moriches-Shirley Community Library		swilliams1	10/01/2016	09/30/2017	Inactive	
North America	Virginia	Mathews Memorial Library		swilliams1	10/01/2016	09/30/2017	Inactive	Library of Virginia/Lyrasis-7051842
North America	Mexico	Mazatlan Municipio		mears	05/16/2016	05/31/2017	Inactive	
North America	British Columbia	McBride & District Public Library	7040633	Messersmith	01/01/2017	12/31/2017	Inactive	BC Libraries Cooperative 7040759
North America	Illinois	McHenry Public Library District	1723902	mhaddadnull	10/01/2016	09/30/2017	Inactive	
North America	Texas	McKinney Public Library		cstrickland	11/01/2016	10/31/2017	Inactive	
North America	California	Mechanics' Institute Library	7063393	hyena	09/01/2016	08/31/2017	Inactive	
North America	Ohio	Medina County District Library		dmcdonald1	02/01/2017	01/31/2018	Inactive	
North America	Virginia	Meherrin Regional Library System		swilliams1	10/01/2016	09/30/2017	Inactive	Library of Virginia/Lyrasis-7051842
Australia	Victoria	Melbourne Library Service	10000348		03/01/2015	02/29/2020	Active	
Australia	Victoria	Melton Library and Information Service			10/01/2014	09/30/2019	Active	
North America	Tennessee	Memphis Public Libraries	7062205	bgilbert	03/01/2016	02/28/2017	Inactive	
North America	Ohio	Mentor Public Library		dmcdonald1	01/01/2017	12/31/2017	Inactive	
Australia	Victoria	Mercer School Of Interior Design			09/17/2014	09/30/2019	Active	
North America	New York	Merrick Library		swilliams1	01/01/2017	12/31/2017	Inactive	Nassau
North America	Arizona	Mesa Public Library	1740256	hyena	07/01/2016	06/30/2017	Inactive	
North America	Texas	Mesquite Public Library System	1728938	cstrickland	09/01/2016	08/31/2017	Inactive	
Australia	Victoria	Methodist Ladies' College			07/15/2015	07/31/2017	Inactive	
North America	Iowa	Metro Library Network		PaulGillespie	10/01/2016	09/30/2017	Inactive	
North America	Oklahoma	Metropolitan Library System		Doss	06/01/2016	05/31/2017	Inactive	
North America	Florida	Miami-Dade Public Library System	7067344	Doss	09/01/2016	08/31/2017	Inactive	
North America	Washington	Microsoft Corporation		Messersmith	10/01/2016	09/30/2017	Inactive	
North America	New York	Mid Hudson Library System		rseifert	01/01/2017	12/31/2017	Inactive	
Australia	New South Wales	Mid North Coast Cooperative	10000324		07/11/2013	07/31/2019	Active	
North America	New York	Mid York Library System	7108224	rseifert	05/01/2016	04/30/2017	Inactive	
North America	Washington	Mid-Columbia Libraries		Messersmith	01/01/2017	12/31/2017	Inactive	
North America	Missouri	Mid-Continent Public Library	1728944	swilks	07/01/2016	06/30/2017	Inactive	
North America	Iowa	Mid-Iowa Magazine	1726326	swilks	07/01/2016	06/30/2017	Inactive	
North America	Michigan	Mid-Michigan Library League	7052247	hyena	10/01/2016	09/30/2017	Inactive	
Australia	New South Wales	Mid-Western Regional Council LIbrary			06/17/2015	07/31/2018	Inactive	
Australia	New South Wales	Midcoast Libraries			06/17/2014	07/31/2019	Active	
North America	New York	Middle Country Public Library	7079712	swilliams1	11/01/2016	10/31/2017	Inactive	SVOD - All Services
North America	Indiana	Middlebury Community Public Library	1723914	dmcdonald1	03/01/2016	02/28/2017	Inactive	Acorn Only
North America	Ontario	Middlesex County Library		rseifert	09/01/2016	08/31/2017	Inactive	
North America	Virginia	Middlesex County Public Library	7075778	swilliams1	10/01/2016	09/30/2017	Inactive	Library of Virginia/Lyrasis-7051842
North America	Wisconsin	Middleton Public Library		mhaddadnull	01/01/2017	12/31/2017	Inactive	
Europe, UK	Scotland	Midlothian Council Library Service	10000142		03/12/2014	03/31/2018	Inactive	
North America	Ohio	MidPointe Library System	7039568	dmcdonald1	01/01/2017	12/31/2017	Inactive	
North America	British Columbia	Midway Public Library	7040631	Messersmith	01/01/2017	12/31/2017	Inactive	BC Libraries Cooperative 7040759
Australia	Victoria	Mildura Rural City Council Library Service	10000350		04/01/2015	04/30/2019	Inactive	
North America	Wisconsin	Milwaukee County Federated Library System	7052237	mhaddadnull	05/01/2016	04/30/2017	Inactive	
North America	New York	Mineola Memorial Library	7092888	swilliams1	01/01/2017	12/31/2017	Inactive	Nassau
North America	California	Mission Viejo Public Library		mransdell	10/01/2016	09/30/2017	Inactive	Santiago
North America	Ontario	Mississauga Library System	7032002	Messersmith	07/01/2016	06/30/2017	Inactive	
Australia	Victoria	Mitchell Shire Library Service	10000352		04/01/2015	03/31/2020	Active	
North America	Alabama	Mobile Public Library		bgilbert	09/01/2016	08/31/2017	Inactive	
North America	New York	Mohawk Valley Library System		jlevy	11/01/2016	10/31/2017	Inactive	
North America	Illinois	Mokena Community Public Library District		mhaddadnull	10/01/2016	09/30/2017	Inactive	
North America	Illinois	Moline Public Library	1743387	mhaddadnull	06/01/2016	05/31/2017	Inactive	
North America	Wisconsin	Monarch Library System		mhaddadnull	12/15/2016	12/31/2017	Inactive	
Australia	Victoria	Monash Public Library Service	10000354		12/01/2014	11/30/2019	Active	
North America	New Jersey	Monmouth County Library		lkurucz	01/01/2017	12/31/2017	Inactive	
North America	Pennsylvania	Monroe County Libraries		lkurucz	08/01/2016	07/31/2017	Inactive	
North America	Michigan	Monroe County Library System		dmcdonald1	09/01/2016	08/31/2017	Inactive	
North America	Indiana	Monroe County Public Library		dmcdonald1	04/01/2016	03/31/2017	Inactive	
North America	California	Monterey County Free Libraries	1726939	mransdell	06/01/2016	05/31/2017	Inactive	
North America	Alabama	Montgomery City-County Public Library		bgilbert	01/01/2017	12/31/2017	Inactive	
North America	Pennsylvania	Montgomery County Library District	7062057	lkurucz	09/01/2016	08/31/2017	Inactive	
North America	Maryland	Montgomery County Public Library	1721793	Doss	12/01/2016	11/30/2017	Inactive	
North America	Virginia	Montgomery Floyd Regional Library	7052273	swilliams1	10/01/2016	09/30/2017	Inactive	Library of Virginia/Lyrasis-7051842
Australia	Victoria	Moonee Valley Libraries	10000355		10/01/2014	09/30/2019	Active	
North America	North Carolina	Mooresville Public Library		swilliams1	09/01/2016	08/31/2017	Inactive	
Australia	Victoria	Moreland City Libraries			02/01/2015	01/31/2020	Active	
North America	California	Moreno Valley Public Library		mransdell	10/01/2016	09/30/2017	Inactive	Inland Library System
Australia	Queensland	Moreton Bay Regional Council			02/01/2015	09/30/2019	Active	
North America	West Virginia	Morgantown Public Library		dmcdonald1	07/01/2016	06/30/2017	Inactive	WV Deli-7120407
North America	Ohio	Morley Library	1731766	dmcdonald1	05/01/2016	04/30/2017	Inactive	
Australia	Victoria	Mornington Peninsula Library Service			09/01/2014	08/31/2019	Active	
North America	New York	Mount Pleasant Public Library	7050470	rseifert	02/01/2017	01/31/2018	Inactive	SVOD - Acorn: Weekly max 100; No Qello/Indieflix/Pongalo
North America	Illinois	Mount Prospect Library		mhaddadnull	05/01/2016	04/30/2017	Inactive	
Other	Military	Multinational Force and Observers	7033656	Doss	04/01/2016	03/31/2017	Inactive	
North America	Oregon	Multnomah County Library		Messersmith	01/01/2017	12/31/2017	Inactive	
North America	Missouri	Municipal Library Consortium of St. Louis County	7057573	swilks	07/01/2016	06/30/2017	Inactive	
North America	California	Murrieta Public Library		mransdell	10/01/2016	09/30/2017	Inactive	Inland Library System
North America	Ohio	Muskingum County Library System		dmcdonald1	03/01/2015	02/28/2017	Inactive	
North America	British Columbia	Nakusp Public Library	7040630	Messersmith	01/01/2017	12/31/2017	Inactive	BC Libraries Cooperative 7040759
Australia	New South Wales	Nambucca Shire Libraries			05/01/2015	04/30/2020	Active	
North America	Illinois	Naperville Public Library	7083317	Doss	01/01/2017	12/31/2017	Inactive	
North America	Florida	NASA KSC Library		bgilbert	10/01/2016	09/30/2017	Inactive	
North America	Tennessee	Nashville Public Library	1720526	Doss	01/01/2017	12/31/2017	Inactive	
North America	District of Columbia	National Geographic Library		Doss	10/01/2016	09/30/2017	Inactive	
Asia	Singapore	National Library Board of Singapore		ballan1	03/01/2016	02/28/2017	Inactive	
North America	Military	Navy Library Program	7026662	Doss	03/01/2015	02/28/2017	Inactive	DOD-MWR Air Force/7208672
North America	Massachusetts	Needham Free Public Library		jlevy	06/01/2016	05/31/2017	Inactive	
New Zealand	Nelson	Nelson Public Libraries			06/15/2015	06/30/2017	Inactive	
North America	British Columbia	Nelson Public Library	7048480	Messersmith	01/01/2017	12/31/2017	Inactive	BC Libraries Cooperative 7040759
North America	North Carolina	Neuse Regional Library System	7026710	swilliams1	05/01/2016	04/30/2017	Inactive	
North America	Nevada	Nevada Library Cooperative		mransdell	10/01/2016	09/30/2017	Inactive	
North America	Connecticut	New Canaan Library	1719007	jlevy	10/01/2016	09/30/2017	Inactive	
